일자,브랜드,유형,제목,언론사,링크,요약
2026-06-24,스타벅스,기타 이슈,"'고가붕괴·부실철근·스타벅스' 논란, 서울표심 흔들림 없었다",mt.co.kr,https://www.mt.co.kr/politics/2026/06/24/2026062307483571314,서울시장 선거전 막판 발생한 교통 인프라 안전 문제와 스타벅스의 역사인식 논란은 당락에 큰 변수가... '스타벅스 논란 및 여권의 불매운동'의 표심의 최우선 의제로 삼았다는 응답도 4%에 머물렀다. 2순위까지...
2026-06-24,스타벅스,기타 이슈,'장동혁 디커플링'에 '의제 확장' 오세훈...정당에 갇힌 정원오,mt.co.kr,https://www.mt.co.kr/politics/2026/06/24/2026062315010311899,"스타벅스 논란과 여권의 불매운동(5%), GTX-A삼성역 부실시공 논란, 서소문 고가차도 붕괴 등 교통 인프라 안전 문제(1%) 등은 상대적으로 비중이 낮았다. 반면 정 전 구청장을 선택한 유권자 절반 이상인 61%는 '후보 개인..."
2026-06-24,스타벅스,혜택/프로모션/이벤트,"""단기임대는 '스위트 스팟' 공략"" 비수기에도 살아남는 투자 법칙",realty.chosun.com,https://realty.chosun.com/site/data/html_dir/2026/06/23/2026062302946.html,첫 매물 등록만 해도 스타벅스 커피 쿠폰을 받을 수 있다. 단단홈즈 앱은 구글 플레이스토어와 애플 앱스토어에서 내려받을 수 있다. 2차 사업설명회 참가 신청은 단단홈즈 애플리케이션을 통해 가능하다.
2026-06-24,스타벅스,기타 이슈,[최광숙 칼럼] “뭣이 중헌디?” 이념 선거 프레임 약발 다했다,seoul.co.kr,https://www.seoul.co.kr/news/editOpinion/column/column-cks/2026/06/24/20260624026003?wlog_tag3=naver,스타벅스 논란도 마찬가지다. 역사 감수성이 떨어진 기업의 마케팅 참사를 비판할 수는 있어도 대통령까지... 본질과 무관한 프레임 씌우기에 중도층과 젊은 세대들은 스타벅스 사태처럼 냉소적인 반응을 보였다. 한국...
2026-06-24,스타벅스,기타 이슈,스페이스X 내리막… 3조 사들인 서학개미 ‘발동동’,chosun.com,https://www.chosun.com/economy/money/2026/06/24/YCV3HD2WWZCEPAK3KOABDOBX6A/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,"10년 전 무디스가 엔비디아에 처음 매겼던 등급과 같고, 스타벅스 등 안정적인 수익을 내는 대형 소비재 기업들과 같은 등급이다. 임팩스자산운용의 채권 부문 CIO 로스 팸필론은 블룸버그에 스페이스X 회사채 인수를..."
2026-06-24,스타벅스,기타 이슈,"[최진숙의 문화모퉁이(33)]그들만의 놀이, 그들만의 전술",ksilbo.co.kr,https://www.ksilbo.co.kr/news/articleView.html?idxno=1060240,"▲ 최진숙 UNIST 교수·언어인류학 최근 국내 최대 커피 프랜차이즈인 스타벅스 코리아가 감행한 마케팅은 우리 사회의 도덕적 마지노선을 처참하게 무너뜨렸다. 지난 5월18일, 광주의 상흔을 기려야 할 그 당일에 스타벅스는..."
2026-06-24,투썸플레이스,신제품 출시,투썸 'K-델리' 메뉴 2종...GS25 '황치즈버터맛 생생 감자칩' 출시,slist.kr,https://www.slist.kr/news/articleView.html?idxno=747283,"투썸플레이스는 K-델리 스타일을 반영한 '핫치킨 치즈 멜트 파니니'와 '구운 고로케' 2종을 출시했다. 사진=투썸플레이스 바쁜 일상 속에서 가볍게 한 끼를 해결하는 '스내킹' 문화가 확산되면서, 간편하면서도 만족감..."
2026-06-24,투썸플레이스,기타 이슈,"유니클로, 올해 1~5월 결제추정액 87.2% 점프…옴니채널 브랜드 1위",news1.kr,https://www.news1.kr/industry/distribution/6206434,"이이서 신세계백화점 20.4%, 투썸플레이스 18.8%, 코스트코 14.5%, 현대백화점 11.6%, 롯데백화점 9.3%, 오늘의집 7.3%, GS25 6.8%, CU 5.9%, 롯데마트 5.8%의 성장률을 보인 것으로 나타났다. 이번 조사는 와이즈앱·리테일이..."
2026-06-24,투썸플레이스,신제품 출시,"투썸플레이스, 파니니·구운 고로케 출시…델리 메뉴 확대",edaily.co.kr,https://www.edaily.co.kr/news/newspath.asp?newsid=02876566645485000,투썸플레이스가 간편식 수요에 맞춰 델리 메뉴를 확대한다. 투썸플레이스는 신제품 핫치킨 치즈 멜트 파니니와 구운 고로케 2종을 출시한다고 24일 밝혔다. 바쁜 일상 속에서 간식처럼 가볍게 한 끼를 해결하는 스내킹...
2026-06-24,투썸플레이스,신제품 출시,"투썸플레이스, K-스타일 델리 강화…파니니·고로케 출시",cstimes.com,https://www.cstimes.com/news/articleView.html?idxno=710854,컨슈머타임스=안솔지 기자 | 투썸플레이스가 델리 메뉴 라인업 확대를 위해 '핫치킨 치즈 멜트 파니니'와 '구운 고로케' 2종을 출시했다. 최근 간편하게 식사를 해결하는 '스내킹' 수요가 늘면서 델리 메뉴 인기도 높아지고...
2026-06-24,메가커피,혜택/프로모션/이벤트,"""여름음료 먹고 포카 받자"" 메가MGC커피, NCT WISH '포카' 이벤트",newsis.com,https://www.newsis.com/view/NISX20260624_0003681071,"메가MGC커피가 NCT WISH와 '썸머 WISH: 너를 위한 여섯 개의 포카부적' 프리퀀시 이벤트를 다음 달 7일까지 진행한다고 24일 밝혔다. '포카부적'은 앞면에 NCT WISH 멤버들의 사진이, 뒷면에는 멤버들의 손글씨를 담았다. 단..."
2026-06-24,메가커피,혜택/프로모션/이벤트,"메가커피, 내달 7일까지 'NCT WISH 포카부적' 프로모션 전개",hankyung.com,https://www.hankyung.com/article/202606244256g,메가MGC커피가 내달 7일까지 아이돌 그룹 NCT WISH(엔시티 위시)와 협업해 '썸머 WISH: 너를 위한 여섯 개의 포카부적' 프리퀀시 이벤트를 전개한다고 24일 밝혔다. 이번 행사는 메가MGC커피 공식 앱을 통해 진행된다....
2026-06-24,메가커피,기타 이슈,"롯데칠성, 26일부터 음료 44개 품목 출고가 평균 5.3% 인상",mdtoday.co.kr,https://www.mdtoday.co.kr/news/articleView.html?idxno=602143,"메가MGC커피는 지난 19일부터 할메가커피 제품군 3종 가격을 각각 200원 올렸고, 이디야커피는 지난 6일부터 매장 내 스틱 커피와 커피믹스 제품 가격을 4.3~15.2% 인상했다. 더벤티, 커피빈, 롯데리아도 최근 가격 인상에..."
2026-06-24,메가커피,혜택/프로모션/이벤트,NCT WISH 포카부적 겟! 메가MGC커피 '프리퀀시 이벤트',slist.kr,https://www.slist.kr/news/articleView.html?idxno=747242,K-팝 보이그룹 NCT WISH가 메가MGC커피와 함께 '썸머 WISH: 너를 위한 여섯 개의 포카부적' 프리퀀시 이벤트를 다음달 7일까지 진행한다. 사진=메가MGC커피 '포카부적'은 앞면에 NCT WISH 멤버들의 청량한 비주얼이 담겨...
2026-06-24,메가커피,기타 이슈,"""안 오르는 게 없다""...식음료·외식업계 가격인상 도미노",ebn.co.kr,https://www.ebn.co.kr/news/articleView.html?idxno=1713655,"메가MGC커피는 지난 19일부터 할메가커피, 왕할메가커피, 할메가미숫커피 등의 가격을 각각 200원씩 인상했다. 이디야커피는 아메리카노 4종 100개입 스틱커피 가격을 약 15% 올렸으며, 커피빈과 더벤티도 주요 제품..."
2026-06-24,메가커피,기타 이슈,"메가커피·칠성사이다 인상‥""첫째도 둘째도 물가""",imnews.imbc.com,https://imnews.imbc.com/replay/2026/nwtoday/article/6832436_37012.html,"◀ 리포트 ▶ 저렴한 가격을 내세운 커피 프랜차이즈, '메가커피'. 지난주부터 2천100원 하던 대표 가성비 메뉴 가격을 2천3백 원으로, 2천900원짜리 미숫가루 커피는 3천1백 원으로 올렸습니다. [엄도준] ""저는 일을 하다..."
2026-06-24,메가커피,기타 이슈,"[넥스트-샷] ""어제 샀는데 환불 좀""···마이크론 등 반도체 급락",womaneconomy.co.kr,https://www.womaneconomy.co.kr/news/articleView.html?idxno=255403,"커피 한 잔이 정신을 깨우듯, 8시 개장 전 당신의 투자 감각을 깨워줄 가장 날카로운 분석 [넥스트-픽]과... 99%) 등 대부분의 메가캡이 약세를 면치 못했습니다. 한편 최근 변동성이 컸던 스페이스X는 나흘 만에 반등을..."
2026-06-24,메가커피,혜택/프로모션/이벤트,"""보일러부터 숙면매트까지 한 번에"" 경동나비엔, 통합 관리 앱 '나비엔...",newsroad.co.kr,http://www.newsroad.co.kr/news/articleView.html?idxno=60796,또 앱을 다운로드한 뒤 '이벤트 참여하기' 버튼을 누른 고객을 대상으로 추첨을 통해 숙면매트 사계절 프로 3대와 메가커피 기프티콘 150개를 증정한다. 앱은 구글 플레이스토어와 애플 앱스토어에서 내려받을 수 있다....
2026-06-24,메가커피,굿즈/MD,‘숏폼’으로 소통 강화… 믿음가득주유소 제도 운영,donga.com,https://www.donga.com/news/Economy/article/all/20260623/134160066/2,"아울러 메가커피, 이마트24, 노브러시 자동세차 브랜드 ‘워싱데이’ 등 다양한 브랜드와의 협업을 통해 고객 편의성과 만족도를 높이는 차별화된 서비스를 제공하고 있다."
2026-06-24,메가커피,기타 이슈,칠성사이다 출고가 4.3% ↑… 먹거리 인상 물결치나,mt.co.kr,https://www.mt.co.kr/living/2026/06/24/2026062319060626102,"더본코리아는 지난 9일부터 한신포차·홍콩반점 등 11개 브랜드의 일부 메뉴 가격을 평균 11% 올렸고 메가MGC커피는 지난 19일부터 일부 음료 가격을 200원씩 인상했다. 한 식품업계 관계자는 ""정부가 반도체 등 특정..."
2026-06-24,메가커피,기타 이슈,"롯데칠성, 원가 부담에 44개 품목 출고가 5.3% 인상",donga.com,https://www.donga.com/news/Economy/article/all/20260624/134168366/2,"메가MGC커피는 6월 19일부터 ‘할메가커피’ 라인업 3종 가격을 각각 200원씩 올렸고, 이디야커피도 매장 내 스틱커피와 커피믹스 제품 가격을 최대 15.2%까지 상향 조정했다. 더본코리아는 이달 9일부터 역전우동..."
2026-06-24,메가커피,기타 이슈,천정부지 외식 물가에 '가짜 배달앱' 인기,ksilbo.co.kr,https://www.ksilbo.co.kr/news/articleView.html?idxno=1060279,"메가MGC커피는 이달부터 '할메가커피' 라인업 3종 가격을 200원씩 인상했으며, 더벤티는 지난달 아메리카노를 제외한 주요 메뉴 가격을 100~500원 올렸다. 이디야커피 역시 이달부터 스틱 커피와 커피 믹스 제품 가격을 4...."
2026-06-24,컴포즈커피,신제품 출시,"[커피·음료 트렌드] 제주삼다수, 깐깐한 뉴요커의 입맛 잡는다… 미국...",ibabynews.com,https://www.ibabynews.com/news/articleView.html?idxno=152301,"◇ 컴포즈커피, 컵빙 인기 '쑥'… 오프라인 행사·할인 프로모션에 판매량 약 2배 급증 컴포즈커피 컵빙 2종. ⓒ컴포즈커피 국내 대표 커피 프랜차이즈 컴포즈커피가 여름 신메뉴 캠페인 모델인 코미디언 김원훈과 함께..."
2026-06-24,할리스,신제품 출시,"반스, 할리스와 협업…체커보드 입은 여름 시즌 메뉴·MD 출시",hankyung.com,https://www.hankyung.com/article/202606244388g,스포츠·라이프스타일 브랜드 반스가 할리스와 함께 여름 시즌 협업 프로젝트를 선보인다고 24일 밝혔다. 이번 협업은 반스의 스트리트 문화와 할리스의 라이프스타일 경험을 결합한 프로젝트다. 양사는 반스의 체커보드...
2026-06-24,할리스,신제품 출시,"""소장욕구 자극"" 할리스, 반스와 스트리트 감성 담은 메뉴·MD 출시",edaily.co.kr,https://www.edaily.co.kr/news/newspath.asp?newsid=02896246645485000,할리스가 스트리트 감성을 선도하는 반스와 콜라보를 진행한다. 라이프스타일 브랜드 할리스가 오리지널 액션 스포츠·라이프스타일 브랜드 ‘반스(Vans)’와 손잡고 다채로운 메뉴와 MD를 선보인다고 24일 밝혔다. 메뉴...
2026-06-24,할리스,신제품 출시,"반스, 할리스와 스트리트 감성 담은 여름 협업 프로젝트 공개",beyondpost.co.kr,http://www.beyondpost.co.kr/view.php?ud=20260624083535450746a9e4dd7f_30,오리지널 액션 스포츠·라이프스타일 브랜드 반스(Vans)가 커피 전문 브랜드 할리스와 손잡고 여름 시즌 한정 협업 프로젝트를 선보인다. 이번 협업은 반스의 스트리트 문화와 할리스의 라이프스타일 경험을 결합해...
2026-06-24,할리스,신제품 출시,파리바게뜨 '춘식이 패키지'...할리스X반스 협업 메뉴 출시 外,slist.kr,https://www.slist.kr/news/articleView.html?idxno=747271,사진=할리스 할리스는 액션 스포츠·라이프스타일 브랜드 반스와 협업해 메뉴 2종과 MD 7종을 출시한다. 협업 메뉴는 '반스 파인 민트티 보틀'과 '반스 언박싱 케이크'다. '반스 파인 민트티 보틀'은 파인애플 민트티에...
2026-06-24,할리스,신제품 출시,반스·할리스 여름 협업 공개,bntnews.co.kr,https://www.bntnews.co.kr/article/view/bnt202606240034,반스가 할리스와 손잡고 스트리트 감성을 담은 여름 시즌 협업 프로젝트를 선보인다. 브랜드 아이덴티티를... 오리지널 액션 스포츠·라이프스타일 브랜드 반스가 할리스와 협업해 여름 시즌 한정 메뉴와 MD를 출시했다....
2026-06-23,파스쿠찌,혜택/프로모션/이벤트,"더울수록 더 저렴하게…배민, 아이스크림 할인 행사",busan.com,https://www.busan.com/view/busan/view.php?code=2026062319060568352,"이디야커피, 더벤티, 텐퍼센트커피, 파스쿠찌에서는 픽업 할인 쿠폰을 선착순 제공한다. 배민 관계자는 “차별화된 퀵커머스 서비스로 냉동실에서 바로 꺼낸듯한 아이스크림을 즉시 배달 받아 시원함을 즐기실 수..."
2026-06-23,파스쿠찌,혜택/프로모션/이벤트,"더울수록 더 싸진다…배민, 기온 연동 아이스크림 할인전 진행",joongangenews.com,https://www.joongangenews.com/news/articleView.html?idxno=527649,"CU와 GS25에서는 하겐다즈 등 인기 아이스크림 제품을 최대 50% 할인 판매하며, 이디야커피와 더벤티, 텐퍼센트커피, 파스쿠찌 등에서는 픽업 할인 쿠폰을 선착순 제공한다. 최근 유통업계에서는 폭염과 계절 변화에 맞춰..."
2026-06-23,파스쿠찌,혜택/프로모션/이벤트,"[카드사 풍향계] 카카오페이 트래블로그 체크카드, 50만 발급 돌파 外",ekn.kr,https://www.ekn.kr/web/view.php?key=20260623025355822,"F&B의 경우 베스킨라빈스, 파리바게뜨, 파스쿠찌, 쉐이크쉑, 파리크라상, 던킨 오프라인 매장 이용 및 해피오더 온라인 음식 주문시 20% 즉시 할인된다. 건강 영역에서는 hy 정기결제와 hy프레딧몰 이용액의 20%를 할인..."
2026-06-23,파스쿠찌,신제품 출시,"""매일마다 무더워질수록 할인율 올라간다?""…우아한형제들, '배민으로 ...",financialpost.co.kr,https://www.financialpost.co.kr/news/articleView.html?idxno=263569,"또 CU와 GS25에서는 하겐다즈 등 인기 브랜드 아이스크림을 최대 50% 저렴하게 선보이며, ▲이디야커피 ▲더벤티 ▲텐퍼센트커피 ▲파스쿠찌에서는 픽업 할인 쿠폰을 선착순 제공한다. 배달의민족이 이번 기온 연동형..."
2026-06-23,파스쿠찌,혜택/프로모션/이벤트,"배민, 기온 오를수록 할인 커진다... '날씨 연동' 아이스크림 프로모션...",thefirstmedia.net,http://www.thefirstmedia.net/news/articleView.html?idxno=202040,"편의점 채널에서는 GS25와 CU를 통해 하겐다즈 등 인기 아이스크림 제품을 할인 판매하고, 이디야커피·더벤티·텐퍼센트커피·파스쿠찌 등에서는 픽업 전용 할인 쿠폰을 제공한다. 배민 관계자는 ""실시간 기온과 연계해..."
2026-06-23,파스쿠찌,신제품 출시,"""더울수록 할인 폭 커진다"" 배민, 아이스크림 할인 캠페인 '배민으로 식...",techm.kr,https://www.techm.kr/news/articleView.html?idxno=152828,"또 CU, GS25에서는 하겐다즈 등 인기 브랜드 아이스크림을 최대 50% 저렴하게 선보이며 이디야커피·더벤티·텐퍼센트커피·파스쿠찌에서는 픽업 할인 쿠폰을 선착순 제공한다. 배민 관계자는 ""배달의민족만의 차별화된..."
2026-06-23,파스쿠찌,혜택/프로모션/이벤트,"배달의민족, '배민으로 식혀줘' 기온에 따라 다르다",cbci.co.kr,https://www.cbci.co.kr/news/articleView.html?idxno=583879,"CU와 GS25 편의점에서는 하겐다즈 등 인기 아이스크림을 최대 50% 할인하며, 이디야커피·더벤티·텐퍼센트커피·파스쿠찌에서는 선착순으로 픽업 할인 쿠폰을 제공한다. 배민 관계자는 이번 캠페인에 대해..."
2026-06-23,파스쿠찌,혜택/프로모션/이벤트,"배민, 폭염 맞춤형 아이스크림 할인…기온 오를수록 혜택 커진다",dailysmart.co.kr,http://www.dailysmart.co.kr/news/articleView.html?idxno=125911,"CU와 GS25에서는 하겐다즈 등 인기 아이스크림을 최대 50% 할인 판매하며, 이디야커피·더벤티·텐퍼센트커피·파스쿠찌에서는 픽업 할인 쿠폰을 선착순으로 제공한다. 배민 관계자는 ""보냉 포장도 한층 강화한 만큼..."
2026-06-23,파스쿠찌,혜택/프로모션/이벤트,"[유통소식] 롯데마트, 베트남서 대규모 ESG 캠페인",4th.kr,http://www.4th.kr/news/articleView.html?idxno=2113568,"이디야커피, 더벤티, 텐퍼센트커피, 파스쿠찌에서는 픽업 할인 쿠폰을 선착순 제공한다. 최근 경상북도 경주시 농협 경주교육원에서 열린 식품 가공사업 핵심인재 양성을 위한 푸드아카데미 수료식을 기념해..."
2026-06-23,파스쿠찌,혜택/프로모션/이벤트,"배민, 기온 따라 할인 커지는 '배민으로 식혀줘' 캠페인 진행",weekly.hankooki.com,https://weekly.hankooki.com/news/articleView.html?idxno=7170932,"CU와 GS25에서는 일부 아이스크림 제품을 최대 50% 할인 판매하며, 이디야커피, 더벤티, 텐퍼센트커피, 파스쿠찌에서는 픽업 할인 쿠폰을 선착순 제공한다. 배민 관계자는 ""퀵커머스 서비스를 통해 아이스크림을 빠르게..."
2026-06-23,파스쿠찌,신제품 출시,"배민, '배민으로 식혀줘' 캠페인 진행",kgnews.co.kr,https://www.kgnews.co.kr/news/article.html?no=901097,"또 CU, GS25에서는 하겐다즈 등 인기 브랜드 아이스크림을 최대 50% 저렴하게 선보이며, 이디야커피·더벤티·텐퍼센트커피·파스쿠찌에서는 픽업 할인 쿠폰을 선착순 제공한다. 배민 관계자는 ""배달의민족만의..."
2026-06-23,파스쿠찌,혜택/프로모션/이벤트,"아이디어스, 12주년 기념 최대 86% 할인...배달의민족, 아이스크림 할인",slist.kr,https://www.slist.kr/news/articleView.html?idxno=747067,"CU와 GS25에서는 하겐다즈 등 인기 브랜드 아이스크림을 최대 50% 할인하고, 이디야커피·더벤티·텐퍼센트커피·파스쿠찌에서는 픽업 할인 쿠폰을 선착순 제공한다."
2026-06-23,파스쿠찌,혜택/프로모션/이벤트,"배민, 기온 따라 혜택 커지는 여름 프로모션 전개...아이스크림 할인 강...",econovill.com,https://www.econovill.com/news/articleView.html?idxno=743148,"GS25와 CU에서는 하겐다즈 등 주요 아이스크림 브랜드 제품을 최대 50% 할인 판매하며 이디야커피·더벤티·텐퍼센트커피·파스쿠찌에서는 픽업 전용 할인 쿠폰을 선착순으로 제공한다. 배민 관계자는 ""퀵커머스..."
2026-06-23,파스쿠찌,혜택/프로모션/이벤트,"배민, 기온 오르면 아이스크림 할인 늘린다",zdnet.co.kr,https://zdnet.co.kr/view/?no=20260623100834,"이디야커피와 더벤티, 텐퍼센트커피, 파스쿠찌 등 일부 카페 브랜드에서는 픽업 할인 쿠폰도 선착순 제공한다. 배민 관계자는 “기온이 높아지는 시기에 맞춰 아이스크림을 빠르게 받을 수 있도록 이번 행사를..."
2026-06-23,파스쿠찌,혜택/프로모션/이벤트,"“더울수록 아이스크림 저렴하게”…배민, 이색 캠페인 전개",etnews.com,https://www.etnews.com/20260623000094,이디야커피·더벤티·텐퍼센트커피·파스쿠찌에서는 픽업 할인 쿠폰을 선착순으로 제공한다. 우아한형제들 관계자는 “배민만의 차별화된 퀵커머스 서비스로 냉동실에서 바로 꺼낸듯한 아이스크림을 즉시 배달...
2026-06-23,파스쿠찌,신제품 출시,"""더울수록 더 큰 할인""…배민, '배민으로 식혀줘' 캠페인",srtimes.kr,http://www.srtimes.kr/news/articleView.html?idxno=205870,"또 CU, GS25에서는 하겐다즈 등 인기 브랜드 아이스크림을 최대 50% 저렴하게 선보이며, 이디야커피·더벤티·텐퍼센트커피·파스쿠찌에서는 픽업 할인 쿠폰을 선착순 제공한다. 배민 관계자는 ""배달의민족만의 차별화된..."
2026-06-23,파스쿠찌,신제품 출시,"배민, 더울수록 할인 늘어나는 아이스크림 캠페인 실시",ziksir.com,https://www.ziksir.com/news/articleView.html?idxno=137714,"또 CU, GS25에서는 하겐다즈 등 인기 브랜드 아이스크림을 최대 50% 저렴하게 선보이며, 이디야커피·더벤티·텐퍼센트커피·파스쿠찌에서는 픽업 할인 쿠폰을 선착순 제공한다. 배민 관계자는 ""배달의민족만의..."
2026-06-23,파스쿠찌,신제품 출시,"더울수록 싸진다...배민, 날씨 연동 아이스크림 캠페인 진행",wolyo.co.kr,https://www.wolyo.co.kr/news/articleView.html?idxno=313940,"또 CU·GS25에서는 하겐다즈 등 인기 브랜드 아이스크림을 최대 50% 저렴하게 선보이며, 이디야커피·더벤티·텐퍼센트커피·파스쿠찌에서는 픽업 할인 쿠폰을 선착순 제공한다. / 월요신문="
2026-06-23,파스쿠찌,신제품 출시,"배달의민족, 기온 오르면 혜택 커지는 '배민으로 식혀줘' 캠페인 전개",newsdream.kr,http://www.newsdream.kr/news/articleView.html?idxno=113440,"가맹 편의점인 CU와 GS25에서는 하겐다즈 등 유명 브랜드 아이스크림을 최대 50% 할인된 가격에 선보이며, 이디야커피·더벤티·파스쿠찌 등 주요 커피 브랜드의 포장(픽업) 할인 쿠폰도 선착순으로 배포한다. 배민..."
2026-06-23,파스쿠찌,혜택/프로모션/이벤트,"“더울수록 할인↑”…배민, 아이스크림 날씨쿠폰 행사",edaily.co.kr,https://www.edaily.co.kr/news/newspath.asp?newsid=03070086645484672,"이디야커피, 더벤티, 텐퍼센트커피, 파스쿠찌에서는 픽업 할인 쿠폰을 선착순 제공한다. 배민 관계자는 “차별화된 퀵커머스 서비스로 냉동실에서 바로 꺼낸듯한 아이스크림을 즉시 배달 받아 시원함을 즐기실 수..."
